Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
উপন্যাস সমগ্র ৩ - সন্দীপন চট্টোপাধ্যায়,সন্দীপন চট্টোপাধ্যায়,855.00,812.25,https://www.prothoma.com/product/9195/%E0%A6%89%E0%A6%AA%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B8-%E0%A6%B8%E0%A6%AE%E0%A6%97%E0%A7%8D%E0%A6%B0-%E0%A7%A9---%E0%A6%B8%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%80%E0%A6%AA%E0%A6%A8-%E0%A6%9A%E0%A6%9F%E0%A7%8D%E0%A6%9F%E0%A7%8B%E0%A6%AA%E0%A6%BE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AF%E0%A6%BC,https://image.prothoma.com/productThumbs/2021/02/602253b0c2a77_1612862384.jpg, , , , , , , , , , , 
প্রতিদিন তব গাথা,সৌমিত্র চট্টোপাধ্যায়,57.00,54.15,https://www.prothoma.com/product/9179/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A6%BF%E0%A6%A6%E0%A6%BF%E0%A6%A8-%E0%A6%A4%E0%A6%AC-%E0%A6%97%E0%A6%BE%E0%A6%A5%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/03/605329b5172a0_1616062901.jpg, , , , , , , , , , , 
বাজার সফর সমগ্র,শ্যামল গঙ্গোপাধ্যায়,665.00,631.75,https://www.prothoma.com/product/9177/%E0%A6%AC%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%B0-%E0%A6%B8%E0%A6%AB%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A6%97%E0%A7%8D%E0%A6%B0,https://image.prothoma.com/productThumbs/2021/02/602253ac7f124_1612862380.jpg, , , , , , , , , , , 
ছেঁড়া ক্যাম্বিসের ব্যাগ,সংখা ঘোষ,342.00,324.90,https://www.prothoma.com/product/9114/%E0%A6%9B%E0%A7%87%E0%A6%81%E0%A6%A1%E0%A6%BC%E0%A6%BE-%E0%A6%95%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AE%E0%A7%8D%E0%A6%AC%E0%A6%BF%E0%A6%B8%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%97,https://image.prothoma.com/productThumbs/2021/03/6052e5a59e360_1616045477.jpg, , , , , , , , , , , 
পথের পাঠশালায়,তুষার কাঞ্জিলাল,380.00,361.00,https://www.prothoma.com/product/7521/%E0%A6%AA%E0%A6%A5%E0%A7%87%E0%A6%B0-%E0%A6%AA%E0%A6%BE%E0%A6%A0%E0%A6%B6%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%AF%E0%A6%BC,https://image.prothoma.com/productThumbs/2021/02/60224ed75be77_1612861143.jpg, , , , , , , , , , , 
মানবেন্দ্র মুখোপাধ্যায়,অলক চট্টোপাধ্যায়,475.00,451.25,https://www.prothoma.com/product/7509/%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A6%AC%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0-%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A7%8B%E0%A6%AA%E0%A6%BE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AF%E0%A6%BC-1,https://image.prothoma.com/productThumbs/2021/02/60224ed39d08b_1612861139.jpg, , , , , , , , , , , 
ব্যতিক্রমী ৫,শ্যামল গঙ্গোপাধ্যায়,760.00,722.00,https://www.prothoma.com/product/6883/%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%A4%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%AE%E0%A7%80-%E0%A7%AB,https://image.prothoma.com/productThumbs/2021/02/60224a40dc9d2_1612859968.jpg, , , , , , , , , , , 
প্রথম পাঁচ,সমরেশ বসু,"1,235.00","1,173.25",https://www.prothoma.com/product/6881/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A5%E0%A6%AE-%E0%A6%AA%E0%A6%BE%E0%A6%81%E0%A6%9A,https://image.prothoma.com/productThumbs/2021/02/60224a406cd61_1612859968.jpg, , , , , , , , , , , 
লেখালেখি - ভানু বন্দ্যোপাধ্যায়,Bhanu Bandopadhay,190.00,180.50,https://www.prothoma.com/product/6710/%E0%A6%B2%E0%A7%87%E0%A6%96%E0%A6%BE%E0%A6%B2%E0%A7%87%E0%A6%96%E0%A6%BF---%E0%A6%AD%E0%A6%BE%E0%A6%A8%E0%A7%81-%E0%A6%AC%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%AF%E0%A7%8B%E0%A6%AA%E0%A6%BE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AF%E0%A6%BC,https://image.prothoma.com/productThumbs/2021/02/602249fe8d16e_1612859902.jpg, , , , , , , , , , , 
তরবারির চেয়েও শক্তিশালী,Vivekananda Mukhopadhyay,285.00,270.75,https://www.prothoma.com/product/5929/%E0%A6%A4%E0%A6%B0%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A6%BF%E0%A6%B0-%E0%A6%9A%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%93-%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%B6%E0%A6%BE%E0%A6%B2%E0%A7%80,https://image.prothoma.com/productThumbs/2021/02/6022480076ba5_1612859392.jpg, , , , , , , , , , , 
উপন্যাস সমগ্র ২ - সন্দীপন চট্টোপাধ্যায়,সন্দীপন চট্টোপাধ্যায়,570.00,541.50,https://www.prothoma.com/product/5763/%E0%A6%89%E0%A6%AA%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B8-%E0%A6%B8%E0%A6%AE%E0%A6%97%E0%A7%8D%E0%A6%B0-%E0%A7%A8---%E0%A6%B8%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%80%E0%A6%AA%E0%A6%A8-%E0%A6%9A%E0%A6%9F%E0%A7%8D%E0%A6%9F%E0%A7%8B%E0%A6%AA%E0%A6%BE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AF%E0%A6%BC,https://image.prothoma.com/productThumbs/2021/02/602246d2ec3cf_1612859090.jpg, , , , , , , , , , , 
খোলা জানালার ধারে,মৃণাল চক্রবর্তী,228.00,216.60,https://www.prothoma.com/product/5363/%E0%A6%96%E0%A7%8B%E0%A6%B2%E0%A6%BE-%E0%A6%9C%E0%A6%BE%E0%A6%A8%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A6%A7%E0%A6%BE%E0%A6%B0%E0%A7%87,https://image.prothoma.com/productThumbs/2021/02/6022460b9fcab_1612858891.jpg, , , , , , , , , , , 
পথের কথা পথই জানে,আজিজুল হক,60.00,57.00,https://www.prothoma.com/product/5266/%E0%A6%AA%E0%A6%A5%E0%A7%87%E0%A6%B0-%E0%A6%95%E0%A6%A5%E0%A6%BE-%E0%A6%AA%E0%A6%A5%E0%A6%87-%E0%A6%9C%E0%A6%BE%E0%A6%A8%E0%A7%87,https://image.prothoma.com/productThumbs/2021/02/6022449d10f0e_1612858525.jpg, , , , , , , , , , , 
মান্না দে - অলক চট্টোপাধ্যায়,অলক চট্টোপাধ্যায়,475.00,451.25,https://www.prothoma.com/product/4823/%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A8%E0%A6%BE-%E0%A6%A6%E0%A7%87---%E0%A6%85%E0%A6%B2%E0%A6%95-%E0%A6%9A%E0%A6%9F%E0%A7%8D%E0%A6%9F%E0%A7%8B%E0%A6%AA%E0%A6%BE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AF%E0%A6%BC,https://image.prothoma.com/productThumbs/2021/02/60224386db0c2_1612858246.jpg, , , , , , , , , , , 
মানবেন্দ্র মুখোপাধ্যায়,অলক চট্টোপাধ্যায়,475.00,451.25,https://www.prothoma.com/product/4784/%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A6%AC%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0-%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A7%8B%E0%A6%AA%E0%A6%BE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AF%E0%A6%BC,https://image.prothoma.com/productThumbs/2021/02/6022437e83170_1612858238.jpg, , , , , , , , , , , 
